car_make,model,year,transmition,kilometers,car_customs,fuel,engine_size,payment method,price
Kia,Cerato,2010,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Peugeot,406,2001,Manual,"140,000 - 149,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,250 JOD"
BMW,316,1993,Manual,"140,000 - 149,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,
Honda,Civic,2005,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,400 JOD"
Nissan,Leaf,2015,Automatic,"50,000 - 59,999",With Customs,Electric,50 - 69 kWh,Cash Only,"7,500 JOD"
Kia,Bongo,1996,Manual,"190,000 - 199,999",With Customs,Diesel,"5,000 - 5,999 cc",Cash Only,"3,000 JOD"
Volkswagen,Jetta,2014,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,700 JOD"
Hyundai,Avante,2007,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,500 JOD"
Toyota,Tundra,2008,Automatic,"110,000 - 119,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"5,500 JOD"
Mitsubishi,Lancer,2017,Automatic,1 - 999,With Customs,Gasoline,N/A,Cash Only,"11,000 JOD"
Hyundai,Elantra,2015,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,900 JOD"
Nissan,Leaf,2015,Automatic,"150,000 - 159,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Hyundai,Ioniq,2019,Automatic,"110,000 - 119,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Mitsubishi,Lancer,2013,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,800 JOD"
Toyota,Dyna,1988,Manual,"170,000 - 179,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"3,500 JOD"
Hyundai,Ioniq 5,2022,Automatic,"170,000 - 179,999",With Customs,Electric,70 - 89 kWh,Cash Only,"17,900 JOD"
Kia,Optima K5,2011,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,300 JOD"
Isuzu,Pickup,2006,Manual,"40,000 - 49,999",With Customs,Diesel,N/A,Cash Only,"7,000 JOD"
MINI,John Cooper Works,2013,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"16,500 JOD"
BMW,X5,2016,Automatic,"60,000 - 69,999",With Customs,Plug-in - Hybrid,"1,000 - 1,999 cc",Cash Only,"23,750 JOD"
Nissan,Leaf,2013,Automatic,"90,000 - 99,999",With Customs,Electric,Less than 50 kWh,Cash Only,"6,250 JOD"
Isuzu,KB,1989,Manual,0,With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"3,000 JOD"
GMC,Terrain,2021,Automatic,"30,000 - 39,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"12,000 JOD"
Honda,Insight,2019,Automatic,"50,000 - 59,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"16,000 JOD"
Hyundai,Sonata,2007,Automatic,"100,000 - 109,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,000 JOD"
Toyota,Corolla,2020,Automatic,"90,000 - 99,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Toyota,Camry,2015,Automatic,"140,000 - 149,999",With Customs,Hybrid,N/A,Cash Only,"15,000 JOD"
Honda,Civic,2007,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,100 JOD"
Hyundai,Accent,1994,Manual,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Mercedes Benz,EQC,2020,Automatic,"30,000 - 39,999",With Customs,Electric,70 - 89 kWh,Cash Only,"46,000 JOD"
Hyundai,Avante,1996,Manual,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,200 JOD"
Hyundai,Elantra,2012,Automatic,"160,000 - 169,999",Without Customs,Gasoline,0 - 499 cc,Cash Only,"2,000 JOD"
Toyota,Other,1984,Manual,0,With Customs,Diesel,0 - 499 cc,Cash Only,"2,700 JOD"
Dodge,Ram,2014,Automatic,"130,000 - 139,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"13,000 JOD"
Mitsubishi,Pajero,2008,Automatic,"1,000 - 9,999",With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"10,500 JOD"
Kia,Niro,2018,Automatic,0,With Customs,Hybrid,N/A,Cash Only,"14,500 JOD"
Hyundai,Tucson,2009,Automatic,"30,000 - 39,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,000 JOD"
Volkswagen,Golf,1990,Manual,"190,000 - 199,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"1,600 JOD"
Mitsubishi,Pajero,2002,Automatic,0,With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,"4,000 JOD"
Kia,Niro,2019,Automatic,"100,000 - 109,999",With Customs,Electric,50 - 69 kWh,Cash Only,"19,500 JOD"
Opel,Astra,1993,Manual,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,400 JOD"
Great Wall,Wingle,2022,Manual,0,With Customs,Diesel,N/A,Cash Only,"13,300 JOD"
Volkswagen,ID.4,2023,Automatic,0,Without Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Hyundai,H-1 Starex,2006,Manual,"180,000 - 189,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"5,250 JOD"
BMW,330,2021,Automatic,"30,000 - 39,999",With Customs,Plug-in - Hybrid,"1,000 - 1,999 cc",Cash Only,"34,900 JOD"
Kia,EV6,2022,Automatic,"30,000 - 39,999",With Customs,Electric,70 - 89 kWh,Cash Only,
Lancia,Other,2017,Automatic,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,500 JOD"
Kia,Forte,2009,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Genesis Coupe,2012,Automatic,"1,000 - 9,999",With Customs,Gasoline,N/A,Cash Only,"16,900 JOD"
Hyundai,H100,2003,Manual,"60,000 - 69,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"1,111 JOD"
BMW,330,2017,Automatic,"60,000 - 69,999",With Customs,Gasoline,N/A,Cash Only,"23,900 JOD"
Mercedes Benz,Vito 116,2005,Manual,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"6,100 JOD"
Honda,Insight,2019,Automatic,"30,000 - 39,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,900 JOD"
Mazda,3,2012,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,750 JOD"
Hyundai,Sonata,2003,Automatic,"160,000 - 169,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,000 JOD"
Kia,Cadenza,2018,Automatic,"150,000 - 159,999",With Customs,Hybrid,N/A,Cash Only,"19,900 JOD"
Mercedes Benz,C 200,2019,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"30,000 JOD"
Great Wall,Other,2024,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"25,000 JOD"
Toyota,Corolla,2008,Manual,0,With Customs,Gasoline,N/A,Cash Only,"5,800 JOD"
Hyundai,Avante,2017,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"12,800 JOD"
BMW,X3,2014,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"15,750 JOD"
Mercedes Benz,EQC,2020,Automatic,"90,000 - 99,999",With Customs,Electric,50 - 69 kWh,Cash Only,"45,000 JOD"
Changan,E-Star,2023,Automatic,0,Without Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Ford,Fusion,2016,Automatic,"+200,000",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,600 JOD"
Kia,Sephia,1993,Manual,"190,000 - 199,999",With Customs,Gasoline,N/A,Cash Only,"1,700 JOD"
Other,Other,2022,Automatic,0,With Customs,Electric,Less than 50 kWh,Cash Only,"6,000 JOD"
Mitsubishi,Lancer,1996,Manual,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash or Installments,N/A
Toyota,Corolla,2005,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"7,200 JOD"
Kia,Morning,2018,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Nissan,200SX,1998,Automatic,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,200 JOD"
Renault,Zoe,2018,Automatic,"60,000 - 69,999",With Customs,Electric,Less than 50 kWh,Cash Only,"12,499 JOD"
Land Rover,Range Rover Sport,2006,Automatic,"160,000 - 169,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"11,850 JOD"
Toyota,RAV 4,2018,Automatic,1 - 999,With Customs,Hybrid,"2,000 - 2,999 cc",Installments Only,N/A
Mitsubishi,Lancer,2017,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,800 JOD"
Mercedes Benz,E 200,1989,Manual,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash or Installments,N/A
Peugeot,307,2004,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,900 JOD"
Kia,Pregio,1999,Manual,"140,000 - 149,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"1,050 JOD"
Honda,Accord,2015,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"15,100 JOD"
Toyota,Prius,2012,Automatic,"130,000 - 139,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"10,499 JOD"
Samsung,SM 3,2018,Automatic,"80,000 - 89,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Kia,Spectra,2000,Manual,1 - 999,With Customs,Gasoline,N/A,Cash Only,"4,400 JOD"
Hyundai,H-1 Starex,2009,Automatic,"30,000 - 39,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"8,000 JOD"
Lada,Other,2018,Manual,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,800 JOD"
Kia,Forte,2010,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,650 JOD"
Kia,Sephia,1994,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Toyota,Prius,2012,Automatic,"160,000 - 169,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,500 JOD"
Hyundai,Accent,1996,Automatic,1 - 999,With Customs,Gasoline,0 - 499 cc,Cash Only,"3,450 JOD"
Hyundai,Accent,2012,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,750 JOD"
Kia,Picanto,2018,Automatic,"100,000 - 109,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,900 JOD"
Kia,Sportage,2005,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
BMW,iX,2023,Automatic,0,With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Nissan,Navara,2011,Automatic,"+200,000",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"9,500 JOD"
Kia,Shuma,1997,Manual,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,250 JOD"
Nissan,Navara,2012,Automatic,"+200,000",Without Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"9,000 JOD"
Volkswagen,Golf MK4,2000,Manual,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,300 JOD"
Daewoo,Lanos,1999,Manual,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,700 JOD"
Mercedes Benz,E 200,2018,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"40,000 JOD"
Honda,Insight,2019,Automatic,0,With Customs,Hybrid,0 - 499 cc,Cash Only,"12,600 JOD"
Kia,Sephia,1996,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,200 JOD"
Ford,Raptor,2018,Automatic,"40,000 - 49,999",With Customs,Gasoline,N/A,Cash Only,"42,500 JOD"
Toyota,RAV 4,2018,Automatic,"40,000 - 49,999",With Customs,Hybrid,"5,000 - 5,999 cc",Cash Only,"16,500 JOD"
Lexus,CT 200,2012,Automatic,"130,000 - 139,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,000 JOD"
Toyota,Prius,2017,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Chevrolet,Aveo,2009,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Kia,Bongo,1996,Manual,"+200,000",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"3,000 JOD"
Mercedes Benz,E 200,1987,Automatic,"50,000 - 59,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,200 JOD"
Nissan,X-Trail,2004,Manual,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"3,900 JOD"
Toyota,Prius,2017,Automatic,"70,000 - 79,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,500 JOD"
Mitsubishi,L200,1999,Manual,"150,000 - 159,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"5,700 JOD"
Hyundai,Elantra,2009,Automatic,"20,000 - 29,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Lexus,CT 200,2010,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,800 JOD"
Honda,Civic,2001,Automatic,0,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
Kia,K3,2018,Automatic,"110,000 - 119,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"11,500 JOD"
Ford,Fusion,2016,Automatic,"160,000 - 169,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,700 JOD"
Mitsubishi,Lancer,1996,Manual,0,Without Customs,Gasoline,N/A,Cash Only,"3,700 JOD"
Mitsubishi,Lancer,2016,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,050 JOD"
Hyundai,Ioniq,2018,Automatic,"60,000 - 69,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Tucson,2009,Automatic,"+200,000",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"6,600 JOD"
Toyota,Corolla,2015,Automatic,"120,000 - 129,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"10,500 JOD"
Kia,Sephia,1996,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash or Installments,N/A
Hyundai,Elantra,2004,Automatic,"180,000 - 189,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,500 JOD"
Hyundai,Avante,1997,Automatic,"10,000 - 19,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"4,500 JOD"
Hyundai,Elantra,2006,Automatic,"190,000 - 199,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,400 JOD"
Isuzu,KB,2017,Manual,"1,000 - 9,999",With Customs,Diesel,"2,000 - 2,999 cc",Cash Only,"11,500 JOD"
Toyota,Prius,2015,Automatic,"+200,000",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"9,000 JOD"
Hyundai,Elantra,2004,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,500 JOD"
Toyota,Camry,2009,Automatic,"170,000 - 179,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"7,900 JOD"
Honda,Civic,2013,Automatic,"+200,000",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"8,500 JOD"
BMW,530,2017,Automatic,"80,000 - 89,999",With Customs,Gasoline,N/A,Cash Only,"25,500 JOD"
Nissan,Pathfinder,2015,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Sephia,1995,Manual,0,With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"1,750 JOD"
Peugeot,207,2012,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"4,600 JOD"
Opel,Kadett,1991,Manual,"10,000 - 19,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,700 JOD"
Volkswagen,ID.6,2022,Automatic,"1,000 - 9,999",With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Hyundai,Verna,2000,Automatic,"140,000 - 149,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,800 JOD"
Mercedes Benz,E 350e,2018,Automatic,"60,000 - 69,999",With Customs,Plug-in - Hybrid,"2,000 - 2,999 cc",Cash or Installments,N/A
Kia,Forte,2010,Automatic,"190,000 - 199,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"7,500 JOD"
Mitsubishi,Lancer,2016,Automatic,"130,000 - 139,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,200 JOD"
Hyundai,H100,1997,Manual,"30,000 - 39,999",With Customs,Diesel,"1,000 - 1,999 cc",Cash Only,"1,500 JOD"
Hyundai,Ioniq,2019,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"13,500 JOD"
Kia,Sephia,1998,Automatic,"1,000 - 9,999",With Customs,Gasoline,N/A,Cash Only,"3,000 JOD"
Hyundai,Avante,1995,Manual,"20,000 - 29,999",With Customs,Gasoline,N/A,Cash Only,"3,500 JOD"
Toyota,Yaris,2010,Automatic,"170,000 - 179,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,600 JOD"
Toyota,Camry,2019,Automatic,1 - 999,With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"16,000 JOD"
Toyota,Camry,2015,Automatic,"100,000 - 109,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"14,000 JOD"
Hyundai,Santa Fe,2008,Automatic,"1,000 - 9,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"7,300 JOD"
Mitsubishi,Other,1990,Manual,0,With Customs,Diesel,0 - 499 cc,Cash Only,"5,500 JOD"
Hyundai,Elantra,2016,Automatic,"70,000 - 79,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"57,000 JOD"
Kia,Optima,2017,Automatic,"60,000 - 69,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,800 JOD"
Kia,Niro,2018,Automatic,"20,000 - 29,999",With Customs,Hybrid,N/A,Cash Only,"16,800 JOD"
Renault,Clio,2004,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,200 JOD"
Mercedes Benz,E 350,2009,Automatic,0,Without Customs,Gasoline,N/A,Cash Only,"5,200 JOD"
Suzuki,Alto,2023,Manual,"20,000 - 29,999",With Customs,Gasoline,500 - 999 cc,Cash Only,"7,250 JOD"
Opel,Vectra,2006,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"5,200 JOD"
Peugeot,206,2004,Automatic,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"2,800 JOD"
Hyundai,Elantra,2012,Automatic,"70,000 - 79,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,600 JOD"
Honda,CR-V,2007,Automatic,"160,000 - 169,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"10,750 JOD"
Nissan,Sunny,2010,Automatic,"60,000 - 69,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"5,750 JOD"
Subaru,WRX,2004,Manual,"80,000 - 89,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"12,500 JOD"
Chevrolet,Spark,2014,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"6,000 JOD"
Hyundai,Ioniq,2019,Automatic,"10,000 - 19,999",With Customs,Plug-in - Hybrid,"More than 6,000 cc",Cash Only,"15,000 JOD"
Toyota,Land Cruiser,2009,Automatic,"90,000 - 99,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"32,000 JOD"
Ford,Escape,2012,Automatic,"+200,000",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"14,500 JOD"
Isuzu,D-Max,2006,Manual,1 - 999,With Customs,Diesel,N/A,Cash Only,"8,800 JOD"
Kia,Morning,2020,Automatic,"80,000 - 89,999",With Customs,Gasoline,500 - 999 cc,Cash or Installments,N/A
Kia,Morning,2019,Automatic,"20,000 - 29,999",With Customs,Gasoline,500 - 999 cc,Cash or Installments,N/A
Kia,Soul,2018,Automatic,"50,000 - 59,999",With Customs,Electric,Less than 50 kWh,Cash or Installments,N/A
Hyundai,Avante,1996,Manual,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,350 JOD"
Kia,Sportage,2003,Automatic,"190,000 - 199,999",With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,"3,899 JOD"
Hyundai,Avante,2007,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"8,300 JOD"
Lexus,ES,2020,Automatic,"60,000 - 69,999",With Customs,Hybrid,0 - 499 cc,Cash Only,"33,500 JOD"
Chevrolet,TrailBlazer,2007,Automatic,"40,000 - 49,999",With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,"5,500 JOD"
Suzuki,Grand Vitara,2007,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,500 JOD"
Changan,E-Star,2022,Automatic,"20,000 - 29,999",With Customs,Electric,50 - 69 kWh,Cash Only,"9,500 JOD"
Kia,Rio,2006,Automatic,0,With Customs,Gasoline,N/A,Cash Only,"5,700 JOD"
Ford,Fusion,2017,Automatic,"70,000 - 79,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,200 JOD"
Toyota,Prius,2014,Automatic,"120,000 - 129,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"12,500 JOD"
Kia,Sephia,1997,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"1,500 JOD"
Chevrolet,Aveo,2011,Automatic,"1,000 - 9,999",Without Customs,Gasoline,"1,000 - 1,999 cc",Installments Only,N/A
Daewoo,Lanos,1997,Automatic,1 - 999,With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,000 JOD"
Kia,Sportage,2012,Automatic,"+200,000",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"9,250 JOD"
Toyota,Land Cruiser,2023,Automatic,0,With Customs,Gasoline,"3,000 - 3,999 cc",Cash Only,
Hyundai,Ioniq 5,2023,Automatic,"10,000 - 19,999",With Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Dodge,Ram,2015,Automatic,"130,000 - 139,999",With Customs,Diesel,"3,000 - 3,999 cc",Cash Only,"20,000 JOD"
Toyota,Hilux,2012,Manual,"+200,000",With Customs,Diesel,N/A,Cash Only,"16,000 JOD"
Fiat,500e,2016,Automatic,"90,000 - 99,999",With Customs,Electric,50 - 69 kWh,Cash Only,"8,500 JOD"
Peugeot,206,2005,Automatic,"150,000 - 159,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"1,800 JOD"
Hyundai,Porter,2014,Manual,"1,000 - 9,999",With Customs,Diesel,"1,000 - 1,999 cc",Cash Only,"8,900 JOD"
Toyota,Land Cruiser,2023,Automatic,0,With Customs,Gasoline,"4,000 - 4,999 cc",Cash Only,
Hyundai,Sonata,2015,Automatic,"150,000 - 159,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,250 JOD"
Jeep,Grand Cherokee,2007,Automatic,"190,000 - 199,999",With Customs,Gasoline,N/A,Cash Only,"7,250 JOD"
Hyundai,Elantra,2002,Manual,1 - 999,With Customs,Gasoline,N/A,Cash Only,"3,700 JOD"
BMW,i3,2014,Automatic,"70,000 - 79,999",With Customs,Electric,90 - 99 kWh,Cash or Installments,N/A
Ford,Fusion,2017,Automatic,"90,000 - 99,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"14,200 JOD"
Toyota,Camry,2011,Automatic,"150,000 - 159,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"12,500 JOD"
Kia,K3,2019,Automatic,"60,000 - 69,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,
Toyota,BB,1993,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"2,100 JOD"
Toyota,Fortuner,2023,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,
Hyundai,Sonata,2021,Automatic,"60,000 - 69,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"26,500 JOD"
Lexus,LX 570,2019,Automatic,"80,000 - 89,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"92,000 JOD"
Mercedes Benz,E 200,1997,Automatic,"1,000 - 9,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"5,750 JOD"
Toyota,Prius,2010,Automatic,"140,000 - 149,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"9,500 JOD"
Hyundai,Avante,2010,Automatic,"160,000 - 169,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"7,800 JOD"
Tesla,Y,2022,Automatic,"1,000 - 9,999",Without Customs,Electric,70 - 89 kWh,Cash or Installments,N/A
Kia,Niro,2020,Automatic,"20,000 - 29,999",With Customs,Hybrid,"1,000 - 1,999 cc",Cash Only,"15,500 JOD"
Toyota,Hilux,1993,Manual,1 - 999,With Customs,Diesel,0 - 499 cc,Cash Only,"7,300 JOD"
Volkswagen,Golf,1993,Manual,1 - 999,With Customs,Diesel,0 - 499 cc,Cash Only,"1,400 JOD"
Chevrolet,Tahoe,2011,Automatic,"170,000 - 179,999",With Customs,Gasoline,"5,000 - 5,999 cc",Cash Only,"10,500 JOD"
Toyota,Fortuner,2023,Automatic,0,With Customs,Gasoline,"2,000 - 2,999 cc",Cash Only,
Hyundai,Avante,1996,Manual,1 - 999,With Customs,Gasoline,N/A,Cash Only,"3,500 JOD"
Toyota,Camry,2013,Automatic,"10,000 - 19,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"8,250 JOD"
Hyundai,Avante,1999,Manual,0,With Customs,Gasoline,0 - 499 cc,Cash Only,"3,700 JOD"
Toyota,Camry,2009,Automatic,"140,000 - 149,999",With Customs,Hybrid,"2,000 - 2,999 cc",Cash Only,"10,600 JOD"
Peugeot,207,2009,Manual,"140,000 - 149,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"3,900 JOD"
Mitsubishi,Lancer,1999,Automatic,"90,000 - 99,999",With Customs,Gasoline,"1,000 - 1,999 cc",Cash Only,"2,900 JOD"
Tesla,3,2022,Automatic,"30,000 - 39,999",With Customs,Electric,70 - 89 kWh,Cash Only,"19,800 JOD"
